SeniorCitizen,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
0,1,1.6137012404433893,2,0,2,2,2,0,-0.12668518193159078,3877,0
0,1,1.369379058123207,1,1,1,1,1,1,-1.4760643460664828,652,0
0,0,-0.5851984004382496,0,0,0,2,0,1,0.7839795741594444,1111,1
0,0,-0.9516816739185228,1,1,1,1,0,1,-1.504314895069307,1311,0
0,0,-0.9516816739185228,0,0,0,0,0,1,0.3469269631157543,5116,0
0,0,0.6364125111626608,2,2,2,0,0,1,1.5517297882361936,4445,0
0,0,-0.9109613101984924,0,0,0,0,0,0,0.179085466098976,5695,0
0,0,-0.9516816739185228,0,0,0,0,0,1,0.9966895901807084,6294,1
1,0,-0.7888002190384014,0,0,0,0,0,1,1.0066603721817051,530,1
0,0,-1.1552834925186746,0,2,0,0,0,0,0.45494376812655235,2864,1
0,0,-1.1552834925186746,0,0,0,0,0,1,0.18074726309914202,2012,1
0,0,1.6137012404433893,2,2,2,2,2,0,0.9052907551715716,5198,0
0,1,0.758573602322752,2,2,2,2,2,0,0.6892571451499756,3760,0
0,0,1.0843365120829946,0,2,0,0,0,1,-0.788080387997708,2103,1
0,0,-0.9109613101984924,0,0,0,0,0,1,0.6925807391503077,6079,1
1,0,1.1657772395230555,0,2,0,0,0,1,0.5779167461388456,4157,0
0,0,0.880734693482843,2,0,2,2,1,0,0.6526976111463211,3803,0
0,0,0.025607055362205634,2,2,0,0,0,1,-0.12834697893175703,1668,0
0,0,-0.21871512695797646,1,1,1,1,2,1,-1.479387940066815,4479,0
1,0,-1.2774445836787656,0,0,0,0,0,1,0.47987072312904416,5964,1
0,0,-0.38159658183809786,0,2,0,0,0,0,1.0149693571825356,1812,0
0,1,-1.2774445836787656,1,1,1,1,0,0,-1.4926823160681442,1491,0
0,1,0.5142514200025698,2,2,2,2,2,1,0.6510358141461546,3301,0
0,1,0.26992923768238775,1,1,1,1,2,1,-1.4926823160681442,6223,0
0,0,-1.1145631287986442,0,0,2,0,1,1,0.17410007509847744,3002,1
0,1,1.6137012404433893,2,2,2,2,2,0,0.5829021371393436,4794,0
0,1,1.0436161483629645,0,2,0,0,0,1,0.06774506708784545,3394,0
0,0,1.5322605130033284,2,2,2,2,2,1,-0.6700928009859131,2656,0
0,1,1.1657772395230555,0,2,0,2,1,1,1.1196625681930017,5015,0
0,0,-1.2367242199587352,0,0,0,0,0,0,0.19736523310080326,527,0
0,1,0.5549717837226001,1,1,1,1,1,0,-1.3231790220511994,310,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.4922805219681379,4148,1
0,0,-0.4223169455581282,0,0,0,0,0,1,0.14917312009598557,994,1
0,0,0.6364125111626608,2,0,2,2,2,1,1.2542681252064576,4156,0
0,0,1.2879383306831464,0,2,2,2,2,0,0.7241548821534641,4665,0
0,1,1.6137012404433893,1,1,1,1,2,0,-1.3447823830533592,1120,0
0,1,-0.8295205827584317,0,0,2,0,0,1,-0.2130986259402292,5728,0
1,0,0.06632741908223598,0,2,2,0,0,1,0.9800716201790471,2799,1
0,1,1.6137012404433893,2,2,2,0,2,0,0.13255515009432434,4127,0
0,0,-0.13727439951791576,0,2,2,0,0,1,0.6992279271509723,2093,0
0,1,0.025607055362205634,1,1,1,1,1,0,-1.4843733310673135,5045,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.4760643460664828,1613,0
0,1,1.2064976032430856,0,2,2,2,1,1,1.5301264272340338,5401,0
0,0,0.35136996512244845,0,0,2,0,1,1,0.27380789510844483,2599,1
0,0,1.2879383306831464,0,0,2,0,1,1,1.1728400721983174,5070,1
0,0,-1.1552834925186746,0,0,2,0,0,1,0.6011819041411709,2773,0
0,0,-0.3408762181180675,2,0,0,2,0,1,0.6510358141461546,1539,0
0,1,-0.748079855318371,1,1,1,1,1,0,-1.502653098069141,2543,0
0,1,-1.1960038562387048,1,1,1,1,0,0,-1.4893587220678117,4782,0
1,0,-1.1552834925186746,0,2,2,0,0,1,1.1645310871974868,3759,1
0,1,-0.5851984004382496,0,0,0,0,0,1,-0.9891578250178088,4591,1
0,0,-0.9924020376385531,0,0,0,0,0,1,0.04946530008601819,4534,0
0,0,0.10704778280226633,1,1,1,1,2,0,-1.3780183230566818,6001,0
0,0,-1.2774445836787656,0,0,0,0,0,0,0.3735157151184122,5820,1
0,1,1.369379058123207,1,1,1,1,2,1,-1.3115464430500368,1161,0
0,1,-0.9924020376385531,2,0,0,2,2,1,-0.6717545979860794,2969,0
0,0,1.5729808767233588,2,0,2,0,1,1,1.3074456292117733,5735,0
0,1,0.43281069256250915,0,0,2,0,0,1,0.9235705221733989,3451,0
1,0,-1.2367242199587352,0,0,0,0,0,1,0.966777244177718,1198,1
1,0,-0.13727439951791576,0,2,2,0,0,1,1.219370388202969,2546,0
0,0,-0.7073594915983407,0,0,2,0,0,1,0.6493740171459885,565,1
0,1,1.3286586944031769,2,2,2,2,2,0,0.9900424021800438,4965,0
0,0,0.10704778280226633,0,0,2,2,0,0,1.0216165451832002,2961,0
0,0,1.2879383306831464,2,2,0,0,1,1,1.1811490571991479,5271,0
0,1,1.0436161483629645,0,0,2,2,2,1,-0.3078210549496983,2749,0
1,0,-0.5851984004382496,0,2,0,0,0,1,-0.49560411596847015,6254,0
0,1,1.4100994218432374,0,2,0,0,0,1,0.8238627021634315,5138,0
0,1,1.247217966963116,1,1,1,1,2,1,-1.51594747407047,329,0
0,0,1.125056875803025,0,2,0,0,0,1,1.1645310871974868,4902,0
1,0,-0.9516816739185228,0,0,0,0,0,1,0.6526976111463211,5677,1
0,1,1.5322605130033284,2,2,2,2,2,1,1.6049072922415093,5944,0
0,0,-0.7073594915983407,0,0,2,0,0,1,1.2077378092018058,913,1
0,1,0.6364125111626608,1,1,1,1,1,0,-1.4893587220678117,6409,0
0,0,-0.8295205827584317,0,0,2,2,0,1,0.31202922611226586,5732,0
1,0,1.5729808767233588,2,2,2,2,1,1,0.9052907551715716,5253,0
1,0,0.47353105628253944,0,0,2,0,0,0,0.3020584441112687,2714,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.4756625519664766,4228,1
0,1,0.5142514200025698,1,1,1,1,2,0,-1.3397969920528607,172,0
0,0,-0.38159658183809786,1,1,1,1,1,0,-1.328164413051698,5018,0
0,0,0.43281069256250915,0,0,0,2,1,1,0.0029349840813665527,2512,0
0,0,0.10704778280226633,1,1,1,1,0,0,-1.462769970065154,5710,0
0,0,-0.9516816739185228,2,2,0,2,0,1,0.13920233809498894,4866,0
0,0,-0.8295205827584317,0,0,0,2,0,1,1.1695164781979852,260,1
1,0,1.3286586944031769,2,2,2,0,0,1,1.4835961112293827,5632,0
0,0,-1.2367242199587352,0,0,2,0,0,1,0.8853491911695783,1530,1
0,0,-0.21871512695797646,0,0,0,0,0,0,-0.5238546649712943,532,0
0,0,0.3106496014024181,0,0,2,0,1,1,-0.4823097399671412,1657,0
1,0,-1.1145631287986442,0,0,2,0,0,1,0.358559542116917,3024,1
0,1,-0.9924020376385531,1,1,1,1,1,0,-1.491020519067978,958,0
1,0,1.0436161483629645,0,2,0,0,1,1,1.0980592071908417,4532,0
0,1,0.7992939660427822,2,0,2,0,1,0,1.1811490571991479,4395,0
0,0,-1.1960038562387048,0,0,2,2,0,1,-0.29785027294870164,973,0
0,1,0.35136996512244845,2,2,2,2,2,1,1.541759006235197,3833,0
0,0,-0.5037576729981889,0,0,0,2,0,1,1.1229861621933337,1665,0
0,1,-1.2774445836787656,0,0,0,0,0,1,-0.4889569279678058,4224,0
0,1,-1.1552834925186746,0,0,0,2,0,0,0.53304822713436,2881,1
0,0,-0.38159658183809786,1,1,1,1,0,0,-1.4594463760648215,3999,0
1,0,-1.0738427650786138,1,1,1,1,0,0,-1.504314895069307,117,0
0,1,-0.9924020376385531,1,1,1,1,0,1,-1.5093002860698053,939,0
0,0,-0.5851984004382496,2,0,2,0,0,0,0.1574821050968162,368,0
1,0,0.7992939660427822,2,0,0,0,0,1,-0.5305018529719588,2213,0
0,0,-0.055833672077855064,0,2,0,0,0,1,0.9883806051798778,2573,0
0,1,-0.13727439951791576,1,1,1,1,0,1,-1.4660935640654862,5231,0
0,0,0.14776814652229667,2,2,2,2,2,1,1.3722557122182522,3281,0
0,0,-0.6666391278783103,0,2,0,0,0,1,1.1711782751981514,964,1
0,0,0.3920903288424788,0,0,2,2,1,1,1.4470365772257276,3896,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.4694171580658184,1617,1
0,0,1.125056875803025,0,2,2,0,2,1,1.1595456961969886,4873,0
0,0,-1.1145631287986442,0,2,2,0,0,1,0.682609957149311,3616,1
0,0,-0.4223169455581282,2,0,0,2,0,0,1.0349109211845293,1869,0
0,0,0.14776814652229667,1,1,1,1,1,0,-1.4876969250676457,5293,0
0,0,-1.1552834925186746,0,0,0,0,0,0,0.1873944510998066,2437,1
0,0,-0.9516816739185228,2,0,0,2,0,0,0.006258578081699082,4543,0
0,1,-1.2774445836787656,0,2,0,0,0,0,0.32698539911376057,5722,0
0,1,-0.8295205827584317,2,0,0,0,0,1,-0.5172074769706297,4712,0
0,0,-0.38159658183809786,0,0,0,2,1,1,0.29873485011093664,1279,0
0,0,1.2064976032430856,2,2,0,0,1,1,0.9152615371725683,4735,0
0,0,0.18848851024232702,0,0,0,2,0,0,1.1312951471941644,3011,1
0,0,-0.9924020376385531,1,1,1,1,0,0,-1.5142856770703037,1008,0
0,0,-0.055833672077855064,0,0,2,0,0,0,0.7939503561604415,2334,0
0,1,-0.7888002190384014,0,0,0,0,0,1,0.32033821111309646,6315,1
0,0,-0.3408762181180675,0,0,2,0,0,1,1.1296333501939984,2053,1
0,1,0.5142514200025698,0,2,2,0,0,1,1.0365727181846955,3783,0
1,0,1.4915401492832983,0,2,0,2,2,0,1.3506523512160928,5500,0
0,0,-1.2367242199587352,1,1,1,1,0,0,-1.479387940066815,3115,0
0,1,1.1657772395230555,2,2,0,0,1,1,1.3705939152180862,5232,1
0,0,0.35136996512244845,0,2,2,0,0,1,1.327387193213767,3693,1
0,0,0.47353105628253944,0,0,2,0,1,1,-0.5221928679711283,1903,0
0,0,0.26992923768238775,0,0,2,2,1,0,-0.9708780580159815,567,0
0,1,1.6137012404433893,2,2,2,2,2,1,0.011243969082197169,4027,0
1,0,-0.7888002190384014,0,0,2,0,0,1,1.0664850641876853,431,0
0,1,0.758573602322752,2,2,0,2,1,1,0.1657910900976468,3085,0
1,0,1.5729808767233588,0,2,2,0,2,1,1.1445895231954935,5629,0
1,0,-0.4223169455581282,0,0,0,0,0,1,1.0614996731871873,1711,1
0,0,-1.2367242199587352,0,2,0,2,0,1,-0.3227772279511935,38,1
0,0,0.9621754209229036,0,2,2,0,1,1,1.397182667220744,4850,0
0,0,-1.2774445836787656,2,0,0,0,0,0,-0.44907379996381874,4302,0
0,1,-0.38159658183809786,2,2,0,2,1,1,-0.23304018994222275,516,0
1,0,1.369379058123207,0,2,2,0,1,1,0.20235062410130134,4007,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.502653098069141,1485,0
1,0,-0.5444780367182193,0,2,0,0,0,1,0.7789941831589463,1297,1
0,0,-0.8702409464784621,2,0,2,0,0,1,0.4898415051300408,5995,0
0,1,-0.9924020376385531,1,1,1,1,1,1,-1.4960059100684764,833,1
0,1,0.7992939660427822,2,2,2,0,0,0,1.109691786192005,4221,0
0,0,-1.1960038562387048,1,1,1,1,0,1,-1.479387940066815,4984,0
0,1,0.758573602322752,2,2,0,0,0,1,0.47820892612887816,3438,0
1,0,-0.7073594915983407,0,0,0,0,0,0,0.36188313611724954,279,1
1,0,1.2879383306831464,0,2,2,0,0,1,0.9800716201790471,4971,0
0,0,0.18848851024232702,0,0,2,0,0,1,-0.8163309370005319,877,0
0,0,-0.7888002190384014,1,1,1,1,2,0,-1.4893587220678117,2078,0
0,0,0.6771328748826912,2,0,0,0,1,1,-0.31280644595019663,2282,0
1,0,0.5142514200025698,0,0,2,0,1,1,1.2426355462052947,4005,0
0,0,-0.5851984004382496,0,0,0,0,0,1,0.21065960910213194,451,0
1,0,-1.2774445836787656,0,0,0,0,0,1,0.3303089931140931,5723,1
0,0,1.4508197855632678,2,0,2,0,2,1,-0.3543513709543497,3252,0
0,0,0.880734693482843,1,1,1,1,2,0,-1.4993295040688086,18,0
1,1,-0.38159658183809786,0,2,2,0,0,1,0.787303168159777,1753,0
0,0,-0.62591876415828,0,0,2,0,0,1,0.395119076120572,576,1
0,0,1.5729808767233588,2,2,2,2,2,0,0.5197538511330312,4725,0
0,1,1.4100994218432374,1,1,1,1,2,1,-1.5126238800701375,671,0
0,1,-0.748079855318371,0,0,0,0,0,1,0.6659919871476498,373,0
1,0,-1.2774445836787656,0,0,0,0,0,1,-1.2949284730483754,2158,1
0,1,1.247217966963116,1,1,1,1,2,0,-1.504314895069307,391,0
0,0,0.35136996512244845,0,0,2,2,1,1,0.12756975909382579,2482,0
0,0,-0.62591876415828,0,0,0,0,0,0,0.925232319173565,1028,0
0,0,0.9621754209229036,2,0,0,0,1,1,1.1894580421999785,4580,0
0,0,-1.1145631287986442,1,1,1,1,0,0,-1.4694171580658184,6466,0
0,0,-1.2367242199587352,2,2,0,0,0,1,-0.736564680992558,5623,1
0,0,-1.1960038562387048,1,1,1,1,0,1,-1.5009913010689746,4561,0
0,0,0.18848851024232702,2,2,2,2,1,0,0.08934842809000525,2095,0
0,0,-0.13727439951791576,2,2,2,0,0,1,0.13587874409465642,1574,1
0,0,-0.9924020376385531,0,0,0,0,0,0,-0.7049905379894018,2906,0
0,0,1.247217966963116,0,2,2,2,0,1,1.4985522842308774,5522,0
0,1,-1.0331224013585834,1,1,1,1,0,0,-1.4660935640654862,1031,0
0,0,-1.1960038562387048,0,2,0,0,0,0,1.0182929511828682,2530,0
0,1,1.6137012404433893,1,1,1,1,2,0,-1.4544609850643233,890,0
0,0,-0.5444780367182193,0,0,0,0,0,1,-0.2845558969473725,186,0
0,0,1.0843365120829946,1,1,1,1,2,0,-1.5408744290729617,110,0
0,1,-1.2367242199587352,0,0,2,2,0,0,0.8388188751649267,1494,1
0,1,0.10704778280226633,1,1,1,1,0,1,-1.2965902700485417,6286,0
0,0,-0.748079855318371,1,1,1,1,0,0,-1.5009913010689746,2595,0
0,0,-0.748079855318371,0,0,2,0,0,0,0.35191235411625243,56,1
0,1,1.4915401492832983,1,1,1,1,2,0,-1.4943441130683104,805,0
1,0,-1.0331224013585834,2,2,0,2,0,0,-0.018668376920792765,4020,0
0,1,1.4915401492832983,2,2,2,2,2,1,0.3652067301175816,4482,0
0,1,1.6137012404433893,0,2,0,2,2,1,0.47156173812821356,4732,0
0,0,-0.9924020376385531,0,2,0,0,0,0,1.1994288242009752,6095,1
0,1,-1.1552834925186746,2,0,0,0,0,0,-0.4806479429669752,1785,0
0,1,1.247217966963116,0,2,2,0,0,1,0.5164302571326987,4135,0
0,0,1.6137012404433893,1,1,1,1,2,0,-1.4926823160681442,803,0
0,0,0.5549717837226001,1,1,1,1,2,1,-1.451137391063991,6411,0
0,0,-1.1145631287986442,0,0,0,0,0,0,0.1724382780983114,2865,1
0,0,-0.0965540357978854,0,0,2,0,0,1,-0.4906187249679718,874,0
0,0,1.247217966963116,0,2,2,0,2,1,1.329048990213933,5227,0
0,0,1.125056875803025,1,1,1,1,2,0,-1.4926823160681442,244,0
0,0,1.247217966963116,0,2,2,0,1,1,1.42044782522307,5422,1
0,1,-0.30015585439803716,0,0,0,2,0,0,0.7025515211513048,1821,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.62854787598176,3825,1
1,0,-1.0738427650786138,0,0,2,0,0,1,0.53304822713436,3889,0
0,0,-0.4223169455581282,1,1,1,1,2,0,-1.3132082400502028,4681,0
0,1,-0.055833672077855064,0,2,0,2,2,0,0.5247392421335293,2123,0
0,1,0.26992923768238775,0,0,2,2,0,1,0.5563133851366857,2703,0
0,0,-0.2594354906780068,1,1,1,1,0,0,-1.4577845790646555,4343,0
0,0,0.8400143297628127,2,2,2,0,1,1,1.3739175092184182,4762,1
0,0,-1.2774445836787656,0,2,0,2,0,0,0.895319973170575,6347,1
0,0,-0.8295205827584317,2,2,0,2,0,1,0.08270124008934066,6147,0
0,0,-0.6666391278783103,0,2,2,0,0,1,1.0249401391835322,996,1
0,0,-1.2367242199587352,1,1,1,1,0,0,-1.4760643460664828,3816,0
0,1,0.26992923768238775,2,0,0,2,1,0,-0.6551366279844181,1330,0
0,0,-1.2774445836787656,0,0,0,0,0,1,0.3386179781149237,5725,1
0,1,-1.0331224013585834,2,0,0,2,0,0,-1.0007904040189717,2110,0
1,0,-1.1552834925186746,0,0,0,0,0,0,0.15249671409631763,2260,0
1,0,-0.9109613101984924,0,0,0,0,0,1,1.0166311541827018,6318,1
0,0,0.9214550572028734,0,2,2,0,0,1,0.5579751821368518,3835,0
0,1,1.6137012404433893,0,2,2,0,2,1,0.35357415111641893,4548,0
0,0,-0.9109613101984924,0,0,2,0,0,1,0.10098100709116792,5223,0
1,0,-0.8702409464784621,0,2,2,2,0,1,1.5500679912360276,341,0
0,1,-0.7073594915983407,0,0,0,0,0,0,-0.613591702980265,5151,0
0,1,-0.38159658183809786,1,1,1,1,2,0,-1.4744025490663168,4042,0
0,1,-1.2774445836787656,1,1,1,1,0,0,-1.4860351280674797,1607,0
1,0,-1.1960038562387048,0,0,0,0,0,0,-0.6567984249845842,496,1
0,1,0.5956921474426305,2,2,2,0,1,1,1.0415581091851935,3730,0
0,1,-0.7073594915983407,1,1,1,1,1,0,-1.4993295040688086,2349,0
0,0,1.369379058123207,0,2,2,0,0,0,1.15456030519649,5324,1
1,0,1.4508197855632678,0,2,2,2,1,1,-0.13665596393258767,3400,0
0,1,-0.62591876415828,0,0,2,2,1,0,1.1246479591934997,1203,1
0,0,-1.0331224013585834,0,0,0,2,0,1,-0.17487729493640844,3549,1
1,0,-0.8295205827584317,0,0,0,0,0,1,0.5214156481331973,6448,1
1,0,-0.46303730927815856,0,2,2,0,1,0,0.2306011731041257,895,0
0,0,-0.46303730927815856,0,2,0,2,0,1,-0.9559218850144864,5916,0
0,1,0.9621754209229036,2,0,0,0,1,0,0.014567563082529699,3046,0
0,1,-1.0738427650786138,0,0,0,0,0,1,-0.5255164619714603,2375,0
1,0,1.3286586944031769,0,2,2,0,2,1,-0.3742929349563432,3050,0
0,0,0.3920903288424788,2,0,0,2,1,0,0.5214156481331973,2930,0
0,1,1.4508197855632678,2,0,2,2,2,1,1.4719635322282196,5780,0
0,1,0.6364125111626608,1,1,1,1,2,0,-1.2783105030467143,448,0
1,0,0.7178532386027215,0,2,0,2,1,1,1.397182667220744,4463,0
1,0,-1.0331224013585834,0,2,2,0,0,1,0.006258578081699082,4181,0
0,1,1.247217966963116,1,1,1,1,2,0,-1.5093002860698053,481,0
0,0,-0.62591876415828,1,1,1,1,0,0,-1.451137391063991,3296,0
0,1,0.3920903288424788,0,0,0,0,0,1,0.4383257981248911,2936,1
0,1,-1.1552834925186746,1,1,1,1,0,0,-1.5259182560714666,6171,0
0,1,1.2064976032430856,1,1,1,1,2,0,-1.288281285047711,1110,0
1,0,-1.2367242199587352,0,2,0,0,0,1,0.3303089931140931,1128,1
0,0,-1.2367242199587352,0,0,0,0,0,1,0.1857326540996401,369,0
0,0,0.6364125111626608,2,2,2,0,2,1,1.068146861187852,3796,0
0,0,-0.21871512695797646,1,1,1,1,2,0,-1.502653098069141,4358,0
0,1,1.5322605130033284,0,2,2,2,2,1,0.5197538511330312,4718,0
1,0,-1.2774445836787656,0,0,2,0,0,1,0.7989357471609396,6283,1
0,0,0.5549717837226001,0,2,2,0,1,1,0.9933659961803764,3672,0
0,0,-0.0965540357978854,0,0,0,0,0,1,0.8471278601657574,2395,1
0,0,-0.7073594915983407,2,0,0,0,0,1,-0.003712203919297562,6519,1
0,1,1.4915401492832983,0,2,2,0,1,0,1.0299255301840309,5215,0
0,0,1.3286586944031769,1,1,1,1,2,1,-1.502653098069141,402,0
1,1,1.6137012404433893,2,0,2,2,2,1,1.3074456292117733,5747,0
1,0,-0.7888002190384014,0,2,0,2,0,1,0.8072447321617703,314,1
0,0,-0.62591876415828,1,1,1,1,1,1,-1.4843733310673135,2417,0
0,0,0.758573602322752,2,0,2,2,1,1,1.5550533822365258,4723,0
0,1,0.758573602322752,2,2,0,2,2,0,-0.14164135493308597,2713,0
0,0,1.6137012404433893,2,2,2,2,2,1,0.8703930181680831,5194,0
0,1,1.4100994218432374,0,2,2,0,1,0,0.7524054311562884,4854,1
0,0,0.06632741908223598,1,1,1,1,0,0,-1.4976677070686424,5347,0
0,0,1.4100994218432374,2,2,0,2,2,1,-0.4590445819648154,3053,0
0,0,0.6771328748826912,1,1,1,1,1,1,-1.4860351280674797,6376,0
0,1,0.8400143297628127,1,1,1,1,2,1,-1.5076384890696393,213,0
0,0,-0.21871512695797646,0,0,2,2,0,0,-0.17653909193657447,1073,0
1,0,-0.38159658183809786,0,2,0,0,0,1,0.9966895901807084,1936,1
0,0,1.4915401492832983,2,2,2,2,2,1,0.5563133851366857,4607,0
0,1,-1.2367242199587352,0,0,0,2,0,0,-1.1869116680375775,3747,0
0,0,0.10704778280226633,0,0,0,0,0,1,0.720831288153132,2633,1
0,0,0.5549717837226001,2,2,0,2,1,0,0.19404163910047073,2810,0
0,0,0.880734693482843,0,2,0,0,2,1,1.0781176431888486,4319,0
0,0,0.9621754209229036,0,2,0,0,1,1,1.113015380192337,4573,1
0,0,-0.9516816739185228,0,0,2,0,0,1,0.3652067301175816,5238,1
0,0,-0.5037576729981889,2,0,0,2,0,0,-0.18484807693740507,356,0
0,0,-0.8702409464784621,0,2,0,0,0,1,0.37019212111808014,6257,0
1,0,-0.0965540357978854,0,2,0,0,0,1,0.8404806721650927,2275,0
0,0,1.4508197855632678,2,2,2,0,2,0,0.20567421810163386,4011,0
1,0,0.22920887396235737,0,2,2,0,0,1,1.2575917192067896,3421,0
1,0,-0.62591876415828,2,0,2,0,0,1,0.684271754149477,857,1
0,0,0.6364125111626608,0,2,2,0,1,1,1.3739175092184182,4294,1
0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6966815529885713,3659,0
0,1,1.247217966963116,2,2,2,0,2,0,-0.19149526493806968,3196,0
0,0,-1.1960038562387048,0,0,2,0,1,1,0.1724382780983114,1825,0
0,0,0.6364125111626608,1,1,1,1,1,0,-1.343120586053193,262,0
0,0,1.369379058123207,0,0,0,2,1,0,-1.1736172920362484,1591,0
0,1,1.4508197855632678,0,2,2,0,2,1,0.6526976111463211,4746,0
1,0,-0.62591876415828,0,0,0,0,0,1,-0.6551366279844181,5871,1
0,1,-1.0331224013585834,1,1,1,1,1,0,-1.4660935640654862,616,0
0,0,1.6137012404433893,2,2,2,2,2,1,0.7424346491552913,5058,0
0,0,-0.13727439951791576,1,1,1,1,0,0,-1.4926823160681442,4728,0
0,0,0.18848851024232702,0,0,2,2,0,1,0.8504514541660894,2962,0
0,0,0.06632741908223598,2,2,2,0,0,1,1.4968904872307114,3106,1
1,0,0.3920903288424788,0,0,0,0,0,1,0.6610065961471517,3068,1
0,1,1.0843365120829946,2,2,0,2,1,0,0.02453834508352634,3260,0
0,1,-0.8702409464784621,0,0,0,0,0,1,0.4898415051300408,6264,1
1,1,1.125056875803025,2,0,0,0,0,1,0.5380336181348585,4097,0
0,0,-0.21871512695797646,0,2,0,2,0,1,-0.28621769394753876,807,0
0,0,-1.2774445836787656,0,0,0,0,0,0,0.6992279271509723,6214,1
1,0,-1.2774445836787656,0,0,0,0,0,1,0.47654712912871167,5962,1
0,0,-0.62591876415828,2,0,2,0,0,0,-1.0090993890198023,4857,0
0,0,1.0436161483629645,1,1,1,1,2,0,-1.462769970065154,346,0
0,1,-1.2774445836787656,1,1,1,1,1,0,-1.5275800530716328,1342,0
0,1,-1.1960038562387048,0,0,0,0,0,0,-0.6800635829869099,618,1
0,0,0.8400143297628127,2,2,2,0,0,0,0.8654076271675846,4176,0
0,0,0.10704778280226633,1,1,1,1,0,1,-1.3015756610490399,6330,0
0,1,0.7178532386027215,2,0,2,0,0,0,1.3689321182179202,4462,1
0,1,1.4508197855632678,0,2,0,2,2,0,0.2006888271011353,4099,0
0,0,0.5956921474426305,1,1,1,1,0,0,-1.3082228490497045,268,0
1,0,1.3286586944031769,0,2,2,0,0,1,1.463654547227389,5558,0
0,0,-1.1145631287986442,0,0,0,0,0,1,0.1657910900976468,2820,1
0,0,0.758573602322752,0,0,0,0,0,1,0.9933659961803764,4067,1
0,0,0.5549717837226001,0,0,0,0,0,0,1.0398963121850275,3733,1
0,0,-0.9516816739185228,0,0,0,0,0,1,0.4017662641212361,5281,0
0,0,-0.9924020376385531,1,1,1,1,2,0,-1.479387940066815,1252,0
0,0,-0.748079855318371,1,1,1,1,1,1,-1.328164413051698,2792,0
0,0,0.5142514200025698,2,2,2,2,0,1,1.6913207362501481,4315,0
0,0,-0.9924020376385531,0,0,0,0,0,1,0.32698539911376057,4547,0
1,1,-1.2774445836787656,0,0,2,0,0,1,-0.4856333339674735,4226,1
0,1,1.369379058123207,2,2,2,0,1,1,1.2758714862086173,5535,0
0,1,1.6137012404433893,2,2,2,2,2,0,0.2438955491054544,4248,0
0,0,0.35136996512244845,2,2,2,2,0,1,1.6231870592433366,3902,1
0,1,-0.38159658183809786,1,1,1,1,2,0,-1.3181936310507012,4990,0
0,0,-0.13727439951791576,0,0,0,0,0,1,0.46989994112804756,2021,1
0,0,-1.1552834925186746,2,0,0,0,0,1,0.5114448661322006,2774,0
0,1,-1.0738427650786138,1,1,1,1,2,0,-1.3082228490497045,956,0
1,0,1.4100994218432374,2,2,2,2,1,1,1.3506523512160928,5537,0
1,1,-1.0331224013585834,0,0,0,0,0,1,-0.6318714699820923,2979,0
0,1,0.9621754209229036,1,1,1,1,1,1,-1.3397969920528607,800,0
0,0,1.6137012404433893,1,1,1,1,2,0,-1.3215172250510334,1410,0
0,0,1.6137012404433893,2,2,2,0,2,1,0.6809481601491449,4972,0
0,1,-0.38159658183809786,1,1,1,1,2,0,-1.5009913010689746,3629,0
0,1,0.10704778280226633,0,0,0,0,0,0,-0.4856333339674735,1142,0
1,0,-0.21871512695797646,0,0,0,0,0,1,0.19237984210030468,1548,0
0,1,-0.2594354906780068,0,2,0,2,0,1,-0.15659752793458118,1081,1
0,1,-0.8295205827584317,1,1,1,1,1,0,-1.2749869090463821,2731,0
0,0,0.3106496014024181,1,1,1,1,2,0,-1.4827115340671475,6037,0
0,1,-1.0331224013585834,2,2,2,0,0,0,-0.196480655938568,3936,0
0,1,1.5322605130033284,2,2,0,0,0,1,1.0897502221900113,5297,0
0,1,1.125056875803025,1,1,1,1,2,0,-1.4993295040688086,304,0
0,1,0.26992923768238775,0,0,0,0,1,1,-1.3132082400502028,6436,0
0,0,1.6137012404433893,2,2,2,2,2,0,1.651437608246161,6165,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9991286070188055,2942,1
0,1,0.880734693482843,0,2,0,2,1,1,0.19736523310080326,3236,0
0,0,-1.1960038562387048,0,0,0,0,0,1,0.682609957149311,2287,1
0,1,1.247217966963116,2,2,2,2,2,0,0.358559542116917,3986,0
0,1,1.5729808767233588,0,2,0,2,2,1,0.6659919871476498,5021,0
0,0,0.3920903288424788,1,1,1,1,1,1,-1.4660935640654862,6460,0
0,0,0.5956921474426305,1,1,1,1,2,0,-1.4727407520661506,6428,0
0,1,1.369379058123207,0,2,2,0,1,1,1.2526063282062914,5277,1
0,0,-0.46303730927815856,2,0,2,0,0,1,1.3174164112127704,1831,1
0,0,-0.8702409464784621,0,2,0,2,0,1,-0.9675544640156493,3622,0
